Status_group,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Nkasi,Kate,"31.10629641,-7.774260619",shallow well,0,500,2006,insufficient,15033081071WP044_339,good,nira/tanira,unknown,never pay,TA,Tanz,vwc,none
functional,Nkasi,Kate,"31.23681767,-7.852295252",river/lake,1000,350,1983,insufficient,15033081071WP032_332,good,gravity,unknown,annually,IL,CONS,vwc,tap broken
functional,Nkasi,Kate,"31.29195712,-7.820374143",borehole,2000,400,1983,enough,15033081071WP015_315,good,india mark ii,unknown,annually,NO,NORA,vwc,none
functional,Nkasi,Kate,"31.29970136,-7.84313883",borehole,2000,500,1983,enough,15033081071WP016_316,good,india mark ii,unknown,annually,NO,NORA,vwc,none
functional,Nkasi,Kate,"31.17336713,-7.856525324",river/lake,1000,150,1982,enough,15033081071WP057_352,milky,gravity,unknown,annually,IL,CONS,vwc,none
functional,Nkasi,Kate,"31.17506022,-7.85987504",river/lake,1000,400,1982,enough,15033081071WP058_353,good,gravity,unknown,annually,IL,CONS,vwc,none
functional,Nkasi,Kate,"31.17559325,-7.857515754",river/lake,1000,200,1982,enough,15033081071WP059_354,good,gravity,unknown,annually,IL,CONS,vwc,none
functional,Nkasi,Kate,"31.17604677,-7.856372742",river/lake,1000,250,1982,enough,15033081071WP060_355,good,gravity,unknown,annually,IL,CONS,vwc,none
functional,Nkasi,Kate,"31.1765077,-7.854352048",river/lake,1000,250,1982,enough,15033081071WP061_356,good,gravity,unknown,annually,IL,CONS,vwc,none
functional,Nkasi,Kate,"31.17736832,-7.851621607",river/lake,1000,150,1982,enough,15033081071WP062_357,good,gravity,unknown,annually,IL,CONS,vwc,none
functional,Nkasi,Kate,"31.10934179,-7.77161525",river/lake,200,450,2007,enough,15033081071WP045_340,good,gravity,unknown,on failure,Af,Cons,parastatal,none
functional,Nkasi,Kate,"31.30742377,-7.838043583",borehole,2000,300,1983,enough,15033081071WP026_326,good,india mark ii,unknown,annually,NO,NORA,vwc,none
functional,Nkasi,Kate,"31.29695558,-7.845084725",borehole,2000,550,1983,enough,15033081071WP020_320,good,india mark ii,unknown,annually,NO,NORA,vwc,none
functional,Nkasi,Kate,"31.26891287,-7.769939974",borehole,1000,1500,2009,enough,15033081071WP11_360,salty,afridev,unknown,annually,TA,CONS,vwc,none
functional,Nkasi,Kate,"31.27206542,-7.78162371",borehole,1000,500,2009,enough,15033081071WP2_361,good,afridev,unknown,annually,TA,Cons,vwc,none
functional,Nkasi,Kate,"31.22131677,-7.780754644",river/lake,1000,250,1983,enough,15033081071WP34_363,good,gravity,unknown,annually,IL,CONS,vwc,none
functional,Nkasi,Kate,"31.22276634,-7.781451524",river/lake,1000,300,1983,enough,15033081071WP35_364,good,gravity,unknown,annually,IL,CONS,vwc,none
functional,Nkasi,Kate,"31.22402073,-7.782350035",river/lake,1000,250,1983,enough,15033081071WP36_365,good,gravity,unknown,annually,IL,CONS,vwc,tap broken
functional,Nkasi,Kate,"31.08189693,-7.765667816",shallow well,0,150,2006,enough,15033081071WP042_337,salty,nira/tanira,unknown,never pay,TA,Tanz,vwc,none
functional,Nkasi,Kate,"31.28691222,-7.816585924",borehole,2000,600,1983,enough,15033081071WP013_313,salty,india mark ii,unknown,annually,NO,NORA,vwc,none
functional,Nkasi,Kate,"31.17389177,-7.854874808",river/lake,100,200,1982,enough,15033081071WP054_349,good,gravity,unknown,annually,IL,CONS,vwc,none
functional,Sumbawanga Urban,Katazi,"31.86585448,-8.658688972",borehole,0,240,2008,enough,1502308071WP01_587,good,india mark ii,unknown,never pay,TASAF,DWE,vwc,none
functional,Sumbawanga Urban,Katazi,"31.7498392,-8.534424803",shallow well,0,420,1990,enough,1502308071WP06_592,good,nira/tanira,unknown,never pay,RUDEP,DWE,vwc,none
functional,Sumbawanga Urban,Katazi,"31.74446096,-8.534949683",borehole,0,400,2008,enough,1502308071WP07_593,good,india mark ii,unknown,never pay,ADB,DWE,vwc,none
functional,Sumbawanga Urban,Katazi,"31.73878916,-8.532012547",borehole,0,1000,2009,enough,1502308071WP09_595,good,india mark ii,unknown,never pay,ADB,DWE,vwc,none
functional,Sumbawanga Urban,Katazi,"31.73937167,-8.531320285",shallow well,0,500,1990,enough,1502308071WP10_596,good,nira/tanira,unknown,never pay,RUDEP,DWE,vwc,none
functional,Sumbawanga Urban,Katazi,"31.74224613,-8.537075844",shallow well,0,250,2008,enough,1502308071WP12_598,good,nira/tanira,unknown,never pay,ADB,DWE,vwc,none
functional,Sumbawanga Urban,Katazi,"31.82492125,-8.505875037",spring,0,1500,1990,enough,1502308071WP15_601,good,gravity,unknown,never pay,RUDEP,DWE,vwc,none
functional,Sumbawanga Urban,Katandala,"31.62320476,-7.959626704",borehole,50,1,1984,enough,15042016043WP04,good,india mark ii,unknown,per bucket,Norad,Norad,other,none
functional,Sumbawanga Urban,Katandala,"31.62268045,-7.955246822",borehole,50,6330,1984,enough,15042016043WP03,good,india mark ii,unknown,per bucket,Norad,Norad,other,none
functional,Sumbawanga Urban,Katandala,"31.61898916,-7.950485776",borehole,50,5000,1984,enough,15042016043WP02,good,india mark ii,unknown,per bucket,Norad,Norad,other,none
functional,Sumbawanga Urban,Katandala,"31.61062947,-7.958491486",borehole,10,4900,1984,enough,15042016043WP01,good,india mark ii,unknown,per bucket,Norad,Norad,other,none
functional,Nkasi,Kasense,"31.45292015,-7.97034853",shallow well,0,2530,1984,seasonal,15042016131WP02,salty,nira/tanira,unknown,never pay,Sumbawanga Munici,Sumbaw,vwc,none
functional,Nkasi,Kasense,"31.50586113,-7.969948308",spring,0,850,2005,enough,15042016131WP04,good,gravity,unknown,never pay,Caltus,Cultus,vwc,none
functional,Nkasi,Kasense,"31.53668911,-7.980220697",spring,0,500,2005,enough,15042016131WP07,good,gravity,unknown,never pay,Caltus,Caltus,vwc,none
functional,Nkasi,Kasense,"31.53104898,-7.97774109",spring,0,450,2005,enough,15042016131WP08,good,gravity,unknown,never pay,Caltus,Caltus,vwc,none
functional,Nkasi,Kala,"30.96644888,-8.125283086",shallow well,0,150,1991,enough,15033081091WP04_400,milky,nira/tanira,unknown,never pay,RU,DWE,vwc,none
functional,Nkasi,Kala,"30.94678024,-8.1013976",shallow well,0,1600,1991,enough,15033081091WP02_398,good,nira/tanira,unknown,never pay,RU,RUDE,vwc,pump broken
functional,Nkasi,Kala,"31.00189856,-8.25564506",shallow well,0,4100,2009,enough,15033081091WP012_397,colored,swn 80,unknown,never pay,CO,DWE,vwc,none
functional,Songea Urban,Kabwe,"30.56341735,-7.072757564",shallow well,500,350,2007,enough,15033081133WP027_504,good,swn 80,unknown,annually,CO,DWE,vwc,none
functional,Nyasa,Kabwe,"30.56411196,-7.073104273",shallow well,500,250,2008,enough,15033081133WP028_505,good,swn 80,unknown,annually,CO,DWE,vwc,none
functional,Mbinga,Kabwe,"30.55672607,-7.117249108",shallow well,1000,1000,2007,insufficient,15033081133WP029_506,good,nira/tanira,unknown,annually,CO,DWE,vwc,none
functional,Mbinga,Kabwe,"30.57643097,-6.998989317",shallow well,0,1,1994,enough,15033081133WP2_511,good,nira/tanira,unknown,never pay,RU,DWE,vwc,none
functional,Mbinga,Kabwe,"30.57254139,-6.971068235",shallow well,0,1,1994,insufficient,15033081133WP4_513,milky,nira/tanira,unknown,never pay,RU,DWE,vwc,none
functional,Songea Urban,Kabwe,"30.56293551,-7.072511001",shallow well,500,500,1994,insufficient,15033081133WP026_503,good,nira/tanira,unknown,annually,RU,DWE,vwc,none
functional,Songea Urban,Kabwe,"30.56057011,-7.04556032",shallow well,0,1,1995,insufficient,15033081133WP007_484,good,nira/tanira,unknown,never pay,RU,DWE,vwc,none
functional,Songea Urban,Kabwe,"30.56302544,-7.040751348",shallow well,200,500,2007,enough,15033081133WP015_492,salty,swn 80,unknown,monthly,CO,DWE,vwc,none
functional,Sumbawanga Urban,Izia,"31.60802655,-7.953625089",borehole,50,0,1984,enough,15042016032WP06,good,other handpump,unknown,per bucket,Norad,Norad,other,none
functional,Sumbawanga Urban,Izia,"31.60825133,-7.951404115",borehole,50,6000,2008,enough,15042016032WP04,salty,nira/tanira,unknown,per bucket,SUWASA,SUWASA,other,none
functional,Sumbawanga Urban,Izia,"31.61267225,-7.948065291",borehole,50,5500,1984,enough,15042016032WP01,good,india mark ii,unknown,per bucket,Norad,Norad,other,none
functional,Sumbawanga Urban,Izia,"31.61866378,-7.944757126",borehole,50,4800,2005,enough,15042016032WP07,good,nira/tanira,unknown,per bucket,SUWASA,SUWASA,other,none
functional,Nkasi,Isale,"31.0927893,-7.628111866",borehole,0,1,1989,enough,15033081061WP032_293,salty,india mark ii,unknown,never pay,NO,DWE,vwc,none
functional,Nkasi,Isale,"31.14954575,-7.695745359",borehole,0,1200,1985,enough,15033081061WP12_311,salty,india mark ii,unknown,never pay,NO,DWE,vwc,none
functional,Nkasi,Isale,"31.14952064,-7.698897537",borehole,0,1,1985,enough,15033081061WP11_310,good,india mark ii,unknown,never pay,NO,DWE,vwc,none
functional,Nkasi,Isale,"31.14967594,-7.701181915",borehole,0,1,1985,enough,15033081061WP10_309,good,india mark ii,unknown,never pay,NO,DWE,vwc,none
functional,Nkasi,Isale,"31.15271138,-7.707572823",borehole,0,1,2008,enough,15033081061WP07_306,salty,india mark ii,unknown,unknown,Nk,DWE,vwc,none
functional,Nkasi,Isale,"31.15708722,-7.730830098",borehole,0,1,1985,enough,15033081061WP05_304,good,india mark ii,unknown,unknown,NO,DWE,vwc,none
functional,Nkasi,Isale,"31.02157068,-7.63058161",borehole,3000,450,2004,insufficient,15033081061WP041_303,good,india mark ii,unknown,annually,TA,CONS,vwc,none
functional,Nkasi,Isale,"31.14786849,-7.705431261",borehole,0,750,1985,insufficient,15033081061WP016_275,salty,india mark ii,unknown,unknown,NO,DWE,vwc,none
functional,Nkasi,Isale,"31.02837918,-7.63183706",shallow well,3000,600,1995,enough,15033081061WP037_298,good,nira/tanira,unknown,annually,TA,CONS,vwc,none
functional,Nkasi,Isale,"31.08667376,-7.632602335",borehole,0,1,1989,insufficient,15033081061WP036_297,good,other handpump,unknown,never pay,NO,DWE,vwc,none
functional,Nkasi,Isale,"31.09483979,-7.617184876",borehole,0,1,1989,enough,15033081061WP030_291,good,other handpump,unknown,never pay,NO,DWE,vwc,none
functional,Nkasi,Isale,"31.09525965,-7.632851183",borehole,0,1,1989,enough,15033081061WP027_287,good,india mark ii,unknown,never pay,NO,DWE,vwc,none
functional,Nkasi,Isale,"31.09311015,-7.634062044",borehole,0,1,1989,insufficient,15033081061WP025_285,good,india mark ii,unknown,never pay,NO,DWE,vwc,none
functional,Nkasi,Isale,"31.15464469,-7.747386416",borehole,0,1,1985,enough,15033081061WP01_271,good,india mark ii,unknown,never pay,NO,DWE,vwc,pump broken
functional,Nkasi,Chanji,"31.62984075,-7.97505694",river/lake,50,2350,1982,seasonal,15042016143WP04,good,gravity,unknown,per bucket,Norad,Norad,other,none
functional,Nkasi,Chanji,"31.63109473,-7.973885198",river/lake,50,4500,1982,enough,15042016143WP02,good,gravity,unknown,per bucket,Norad,Norad,other,none
functional,Nkasi,Chanji,"31.62342117,-7.972879554",river/lake,50,1450,1982,enough,15042016143WP05,good,gravity,unknown,per bucket,Norad,Norad,other,none
functional,Nkasi,Chanji,"31.6206323,-7.971889328",river/lake,50,1750,1982,enough,15042016143WP06,good,gravity,unknown,per bucket,Norad,Norad,other,none
functional,Nkasi,Chanji,"31.62272756,-7.974564295",river/lake,50,4000,1982,enough,15042016143WP10,good,gravity,unknown,per bucket,Norad,Norad,other,none
functional,Nkasi,Chanji,"31.66490178,-7.967845985",river/lake,0,900,2005,enough,15042016143WP13,good,gravity,unknown,never pay,Mission,Missio,other,none
functional,Nkasi,Chanji,"31.62164359,-7.972527486",river/lake,50,1230,1982,enough,15042016143WP07,good,gravity,unknown,per bucket,Norad,Norad,other,none
functional,Nkasi,Chanji,"31.6207576,-7.973064862",river/lake,50,3000,1982,enough,15042016143WP08,good,gravity,unknown,per bucket,Norad,Norad,other,none
functional,Nkasi,Chanji,"31.62170536,-7.974849687",river/lake,50,2000,1982,enough,15042016143WP09,good,gravity,unknown,per bucket,Norad,Norad,other,none
functional,Nkasi,Chanji,"31.66660604,-7.966852433",river/lake,0,1,2005,enough,15042016143WP14,good,gravity,unknown,never pay,Mission,Missio,other,none
functional,Nkasi,Chanji,"31.61351712,-7.976411377",borehole,0,4550,1982,enough,15042016143WP12,good,india mark ii,unknown,never pay,Norad,Norad,other,none
functional,Nkasi,Chanji,"31.6246406,-7.977294969",river/lake,50,0,1982,enough,15042016143WP11,good,gravity,unknown,per bucket,Norad,Norad,other,none
functional,Nkasi,Chala,"31.26530688,-7.592676535",river/lake,0,1,1986,enough,15033081043WP029_152,good,gravity,unknown,never pay,DW,DWE,vwc,tap poorly sited
functional,Nkasi,Chala,"31.22003035,-7.52884454",borehole,2000,150,2003,insufficient,15033081043WP02_147,salty,swn 80,unknown,annually,TA,Tanz,vwc,none
functional,Nkasi,Chala,"31.26380388,-7.590438457",river/lake,0,450,1986,enough,15033081043WP027_150,good,gravity,unknown,never pay,DW,DWE,vwc,none
functional,Nkasi,Chala,"31.27157808,-7.589338514",river/lake,0,450,1986,enough,15033081043WP048_173,good,gravity,unknown,never pay,Ro,Roma,parastatal,tap broken
functional,Nkasi,Chala,"31.22217417,-7.52883263",borehole,2000,450,2003,enough,15033081043WP03_153,salty,swn 80,unknown,annually,TA,Tanz,vwc,none
functional,Nkasi,Chala,"31.26660292,-7.589378867",river/lake,0,50,1986,enough,15033081043WP026_149,good,gravity,unknown,unknown,DW,DWE,vwc,none
functional,Nkasi,Chala,"31.27016693,-7.591387419",river/lake,0,1,1986,enough,15033081043WP046_171,good,gravity,unknown,never pay,RU,DWE,vwc,none
functional,Nkasi,Chala,"31.26921775,-7.589495165",river/lake,0,1,1986,enough,15033081043WP044_169,good,gravity,unknown,never pay,RU,DWE,vwc,none
functional,Nkasi,Chala,"31.26646388,-7.59307626",river/lake,500,1,1990,enough,15033081043WP030_154,good,gravity,unknown,monthly,DW,Vill,private operator,none
functional,Nkasi,Chala,"31.26602011,-7.586029555",river/lake,0,850,1986,enough,15033081043WP041_166,good,gravity,unknown,never pay,RU,DWE,vwc,none
functional,Nkasi,Chala,"31.26463973,-7.586275012",river/lake,0,600,1986,enough,15033081043WP040_165,good,gravity,unknown,never pay,RU,DWE,vwc,tap broken
functional,Nkasi,Chala,"31.26132038,-7.582464027",river/lake,0,1,1986,enough,15033081043WP035_159,good,gravity,unknown,unknown,RU,DWE,vwc,none
functional,Nkasi,Chala,"31.25926858,-7.581859488",river/lake,0,1,1986,enough,15033081043WP034_158,good,gravity,unknown,never pay,RU,DWE,vwc,pipe broken
functional,Nkasi,Chala,"31.22444409,-7.534582845",borehole,2000,500,2003,enough,15033081043WP06_175,unknown,swn 80,unknown,annually,TA,Tanz,vwc,none
functional,Nkasi,Chala,"31.28220261,-7.604437344",borehole,0,600,2005,insufficient,15033081043WP07_176,salty,india mark ii,unknown,unknown,Nk,DWE,parastatal,none
functional,Nkasi,Chala,"31.26505196,-7.598714769",borehole,0,1,2007,enough,15033081043WP08_177,salty,india mark ii,unknown,never pay,DW,Cons,vwc,none
functional,Nkasi,Chala,"31.26969113,-7.59324823",river/lake,0,450,1986,enough,15033081043WP20_189,good,gravity,unknown,never pay,DW,DWE,vwc,none
functional,Nkasi,Chala,"31.26920856,-7.594695902",river/lake,0,500,1986,enough,15033081043WP21_190,good,gravity,unknown,never pay,DW,DWE,vwc,pump broken
functional,Nkasi,Chala,"31.26784778,-7.59414226",river/lake,0,300,1986,enough,15033081043WP22_191,good,gravity,unknown,never pay,,DWE,vwc,pump broken
needs repair,Kalambo,Sandulula,"31.84258113,-8.189080726",spring,0,450,1991,enough,15023080181WP26_375,good,gravity,unknown,never pay,RUDEP,DWE,vwc,none
needs repair,Kalambo,Sandulula,"31.87218703,-8.161581658",spring,0,350,1991,enough,15023080181WP18_367,good,gravity,unknown,never pay,RUDEP,DWE,vwc,none
needs repair,Kalambo,Sandulula,"31.81976809,-8.252425126",spring,0,200,1992,enough,15023080181WP07_356,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Sumbawanga Rural,Sandulula,"31.82780294,-8.25244227",spring,0,500,1992,enough,15023080181WP05_354,good,gravity,unknown,never pay,DWE,DWE,vwc,none
needs repair,Kalambo,Sandulula,"31.83993552,-8.176478032",spring,0,200,1991,enough,15023080181WP14_363,good,other,unknown,never pay,RUDEP,DWE,vwc,pipe broken
needs repair,Nkasi,Nkandasi,"31.35287524,-7.687095827",river/lake,0,1,1984,enough,15033081044WP027_206,unknown,submersible,unknown,never pay,CO,DWE,vwc,source damaged
needs repair,Nkasi,Namanyere,"31.04867297,-7.507606077",shallow well,25,50,1993,insufficient,15033081013WP06_22,salty,nira/tanira,unknown,per bucket,RU,DWE,vwc,none
needs repair,Sumbawanga Rural,Mwembenkoswe,"32.02075936,-8.928185725",borehole,0,350,1984,enough,15023080101WP11_188,good,india mark ii,unknown,never pay,RUDEP,DWE,vwc,none
needs repair,Kalambo,Mwazye,"31.76453402,-8.444291118",river/lake,0,450,1983,enough,1502308061WP04_525,good,gravity,unknown,never pay,ILO,DWE,vwc,tap broken
needs repair,Kalambo,Mtowisa,"31.75361743,-7.835707467",river/lake,0,200,1991,enough,15023080203WP17_432,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Kalambo,Mtowisa,"31.77378644,-7.802346395",river/lake,0,250,1972,enough,15023080203WP26_441,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Kalambo,Mtowisa,"31.76799095,-7.799909549",river/lake,0,400,1972,insufficient,15023080203WP29_444,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Kalambo,Mtowisa,"31.77270691,-7.804411886",river/lake,0,400,1972,enough,15023080203WP34_449,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Kalambo,Mtowisa,"31.77439261,-7.80430978",river/lake,0,450,1972,enough,15023080203WP35_450,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Kalambo,Mtowisa,"31.77231606,-7.804158822",river/lake,0,400,1972,enough,15023080203WP42_457,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Kalambo,Mtowisa,"31.76994992,-7.802376274",river/lake,0,170,1972,enough,15023080203WP33_448,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Nkasi,Mtenga,"31.11770948,-7.37676022",spring,2000,1200,2006,enough,15033081021WP033_84,good,gravity,unknown,annually,Nk,DWE,vwc,pump broken
needs repair,Nkasi,Mtenga,"31.05283916,-7.290770666",borehole,2000,450,1984,enough,15033081021WP07_115,salty,india mark ii,unknown,annually,NO,NORA,vwc,none
needs repair,Kalambo,Msanzi,"31.42068399,-8.033947968",borehole,2500,60,1991,enough,15023080031WP51_76,good,swn 80,unknown,annually,RUDEP,RUDEP/,wua,pipe broken
needs repair,Kalambo,Msanzi,"31.52041461,-8.18674649",river/lake,0,50,2001,enough,15023080031WP26_52,good,gravity,2011,never pay,Government of Tanzania,DWE,private operator,pipe broken
needs repair,Sumbawanga Rural,Mpui,"31.83729936,-8.352093961",river/lake,0,500,1972,insufficient,15023080161WP07_331,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Kalambo,Mkali,"31.55514512,-8.29368226",river/lake,0,230,1972,enough,15023080043WP03_91,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Kalambo,Mkali,"31.55792215,-8.293315571",river/lake,0,300,1972,enough,15023080043WP01_87,good,gravity,unknown,never pay,DWE,DWE,vwc,tap broken
needs repair,Kalambo,Milepa,"31.93286254,-8.069066657",river/lake,500,270,2008,enough,15023080211WP04_466,good,gravity,unknown,monthly,ADB,DWE,vwc,tap broken
needs repair,Kalambo,Milepa,"31.92890349,-8.06585167",river/lake,500,300,2008,enough,15023080211WP03_465,good,gravity,unknown,monthly,ADB,DWE,vwc,pipe broken
needs repair,Sumbawanga Rural,Miangalua,"32.06885952,-8.6872299",borehole,0,200,1986,enough,15023080121WP34_248,good,india mark ii,unknown,never pay,RUDEP,DWE,vwc,none
needs repair,Sumbawanga Rural,Miangalua,"32.07106296,-8.684432918",borehole,0,56,1986,enough,15023080121WP35_249,good,india mark ii,unknown,never pay,RUDEP,DWE,vwc,none
